a,b,c,d,e,f,g,h
Apr-15,Current,36 months,E,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45414568,MN
Oct-15,Current,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61439761,FL
Feb-15,Current,,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40482055,CO
Sep-15,Current,36 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59142073,CA
Feb-15,Fully Paid,36 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40674449,NC
Jul-15,Current,60 months,D,D5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53392545,MO
Jul-15,Current,,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54159150,KS
Nov-15,Current,,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64290170,CA
Jul-15,,60 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56019979,MN
Sep-15,Fully Paid,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59291033,FL
Jan-15,In Grace Period,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39369476,NC
Aug-15,Current,60 months,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56099097,
Jan-15,Current,36 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38468646,PA
Apr-15,Late (31-120 days),,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43965208,WI
,Late (31-120 days),60 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48394622,PA
Apr-15,Current,60 months,E,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46349773,AL
Oct-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60884925,LA
Jun-15,Current,36 months,E,E4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49763969,WA
Feb-15,Fully Paid,36 months,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40922915,FL
Feb-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38596666,CO
Apr-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46367549,LA
May-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47531363,AZ
May-15,Current,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46825829,NY
Aug-15,Current,36 months,,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56672849,MO
,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55099824,TN
Jun-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51167400,CA
Feb-15,Current,36 months,C,C5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40385677,MD
Nov-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65149703,OR
Jan-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39450006,MD
Dec-15,Current,60 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66434628,HI
Apr-15,Current,36 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46506750,HI
Sep-15,Current,60 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59411859,CA
Jun-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50507608,MN
Dec-15,,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66523226,TX
Jun-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52016709,TX
Apr-15,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44055442,WI
Oct-15,Current,60 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61550210,IL
Jun-15,Current,60 months,B,B1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52708699,HI
Jul-15,Current,60 months,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55523519,CO
Apr-15,Current,36 months,,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46195495,CT
Apr-15,Current,36 months,,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46386455,VA
May-15,Current,36 months,D,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47990247,NY
Oct-15,Current,60 months,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62185472,FL
Nov-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65220177,CA
Jul-15,,36 months,E,E2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53081598,IL
Feb-15,Current,36 months,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41123209,FL
Oct-15,Current,36 months,F,F4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61036299,AL
Aug-15,Current,,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56069516,WV
May-15,,36 months,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47847436,MN
Nov-15,Current,60 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63414277,CA
Aug-15,Current,60 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58912194,
May-15,Current,36 months,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48675505,NJ
Dec-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66440853,
Jan-15,Fully Paid,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39259539,CA
Sep-15,,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59273236,NJ
Nov-15,Current,60 months,D,D4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65354278,CA
Apr-15,Current,60 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45704441,OH
Nov-15,Current,60 months,,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64009245,GA
Dec-15,Issued,36 months,B,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67900145,TX
Sep-15,,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60861405,OR
Jul-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52908791,MD
Feb-15,Current,60 months,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40737225,IL
Dec-15,Current,36 months,E,E1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67435508,IL
Apr-15,Fully Paid,36 months,,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44765549,MI
,Current,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46612020,NC
Jul-15,,36 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53111134,NJ
Oct-15,Current,36 months,A,A5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60627197,MI
Nov-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63888637,PA
Jul-15,Current,60 months,G,G4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55108529,KS
Aug-15,Current,60 months,C,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56271121,CA
Apr-15,Late (31-120 days),60 months,E,E3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42298050,FL
Apr-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46114856,MS
Oct-15,,36 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60893155,LA
Sep-15,,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60707157,WI
Oct-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60864759,IL
Jan-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38645124,IL
Feb-15,Current,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40317498,PA
Jan-15,Current,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38578335,NY
Sep-15,Current,60 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59131568,MA
Mar-15,Current,36 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40412749,FL
Oct-15,Current,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60923568,HI
Apr-15,Current,36 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43290337,NC
Jul-15,,36 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55158882,CA
Jul-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53424215,AL
Mar-15,Current,36 months,C,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41236738,WI
Nov-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64361287,MT
Sep-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59092755,NY
Jul-15,Current,60 months,E,E5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55959310,MI
Jan-15,Current,60 months,B,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40550244,MI
Mar-15,Current,60 months,C,C2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41349754,NY
Jan-15,Current,36 months,F,F3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39320189,
Jul-15,Current,36 months,F,F1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55202507,NV
Dec-15,Current,36 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66575655,CA
Aug-15,Current,60 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54364507,CT
Dec-15,Current,60 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66644179,VA
Feb-15,Current,60 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40502545,WA
Apr-15,Current,36 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46526114,MO
,Current,60 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58533773,NJ
Jan-15,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38517448,NJ
Jul-15,Late (31-120 days),60 months,F,F4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53754353,CA
Jan-15,Current,,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40318017,CA
Aug-15,Current,36 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58583220,OH
Nov-15,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64957250,KS
Sep-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60465564,CA
Aug-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57145964,CA
Oct-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62784330,FL
Nov-15,,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63783298,AR
Feb-15,Current,36 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40472332,PA
,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54938360,MD
May-15,,36 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47330612,SC
Dec-15,Current,60 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66582147,TN
Oct-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60903130,GA
May-15,Current,36 months,,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49333135,NC
Nov-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65472491,MA
Aug-15,Current,60 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59131012,MD
May-15,Current,60 months,F,F1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48896507,NJ
Jan-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38341427,TX
Jul-15,Current,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54513891,NY
Nov-15,Current,60 months,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65413616,CA
Aug-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56230407,AL
Dec-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67246124,NY
Oct-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62287554,MN
Oct-15,Current,60 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63014209,CA
Oct-15,Current,36 months,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63429673,SD
Jun-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51296823,SC
May-15,Current,36 months,D,D3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46264539,FL
Feb-15,Current,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41081696,NV
Jan-15,Fully Paid,60 months,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38812579,MI
Oct-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63217840,TX
,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56914749,NY
Feb-15,Current,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40207654,MD
Dec-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66635060,TX
Jul-15,Current,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55192819,CO
Sep-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59879315,
Apr-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47148318,CA
Sep-15,Current,60 months,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59221398,CA
Apr-15,Current,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46613771,IN
May-15,Current,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47979186,MI
May-15,Current,36 months,,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50526456,IL
Jun-15,Current,60 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12606806,TX
Dec-15,Issued,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67268297,VA
Nov-15,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63752649,IL
May-15,,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48666261,AZ
Apr-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46536128,TX
,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46686335,CO
Aug-15,Fully Paid,60 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57317034,NC
,Issued,60 months,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67435695,GA
,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64107158,CA
Sep-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58524144,NY
Aug-15,In Grace Period,36 months,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57883011,CT
Sep-15,Current,,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59080831,MN
